Id,Category
0, 2
1, 10
2, 4
3, 9
4, 7
5, 3
6, 9
7, 10
8, 2
9, 2
10, 4
11, 0
12, 6
13, 10
14, 5
15, 4
16, 9
17, 4
18, 5
19, 9
20, 3
21, 5
22, 3
23, 3
24, 9
25, 3
26, 10
27, 4
28, 6
29, 8
30, 5
31, 9
32, 2
33, 2
34, 2
35, 9
36, 5
37, 10
38, 10
39, 2
40, 6
41, 2
42, 2
43, 2
44, 5
45, 1
46, 10
47, 3
48, 0
49, 9
50, 10
51, 1
52, 3
53, 3
54, 2
55, 8
56, 7
57, 9
58, 6
59, 2
60, 5
61, 8
62, 2
63, 3
64, 10
65, 8
66, 3
67, 9
68, 4
69, 10
70, 5
71, 5
72, 6
73, 8
74, 9
75, 6
76, 4
77, 2
78, 2
79, 9
80, 4
81, 1
82, 9
83, 8
84, 6
85, 2
86, 4
87, 4
88, 10
89, 6
90, 5
91, 2
92, 4
93, 5
94, 6
95, 6
96, 1
97, 2
98, 6
99, 10
100, 2
101, 2
102, 5
103, 8
104, 4
105, 7
106, 6
107, 5
108, 9
109, 3
110, 5
111, 5
112, 2
113, 3
114, 9
115, 4
116, 9
117, 7
118, 9
119, 3
120, 0
121, 5
122, 0
123, 5
124, 1
125, 8
126, 7
127, 8
128, 10
129, 9
130, 5
131, 3
132, 10
133, 0
134, 2
135, 3
136, 3
137, 10
138, 3
139, 0
140, 8
141, 4
142, 6
143, 5
144, 1
145, 4
146, 9
147, 5
148, 2
149, 2
150, 5
151, 4
152, 6
153, 0
154, 2
155, 1
156, 2
157, 2
158, 8
159, 2
160, 5
161, 4
162, 5
163, 5
164, 8
165, 2
166, 5
167, 8
168, 3
169, 9
170, 10
171, 2
172, 2
173, 4
174, 9
175, 2
176, 9
177, 10
178, 8
179, 5
180, 0
181, 8
182, 9
183, 5
184, 10
185, 9
186, 10
187, 2
188, 2
189, 4
190, 9
191, 3
192, 2
193, 3
194, 5
195, 5
196, 8
197, 9
198, 0
199, 4
200, 9
201, 2
202, 8
203, 7
204, 4
205, 0
206, 7
207, 9
208, 10
209, 4
210, 2
211, 5
212, 10
213, 2
214, 2
215, 0
216, 10
217, 0
218, 9
219, 5
220, 5
221, 2
222, 2
223, 6
224, 5
225, 5
226, 2
227, 9
228, 6
229, 3
230, 2
231, 2
232, 7
233, 4
234, 1
235, 9
236, 0
237, 10
238, 4
239, 2
240, 5
241, 3
242, 2
243, 4
244, 9
245, 5
246, 0
247, 9
248, 10
249, 5
250, 9
251, 3
252, 2
253, 2
254, 5
255, 0
256, 2
257, 9
258, 3
259, 4
260, 4
261, 8
262, 7
263, 4
264, 5
265, 9
266, 1
267, 3
268, 0
269, 9
270, 2
271, 3
272, 10
273, 5
274, 5
275, 1
276, 9
277, 2
278, 9
279, 9
280, 9
281, 9
282, 2
283, 0
284, 10
285, 0
286, 2
287, 4
288, 3
289, 10
290, 9
291, 0
292, 8
293, 8
294, 5
295, 2
296, 7
297, 5
298, 5
299, 5
300, 2
301, 9
302, 3
303, 1
304, 5
305, 10
306, 2
307, 3
308, 9
309, 3
310, 9
311, 3
312, 7
313, 8
314, 8
315, 3
316, 7
317, 5
318, 5
319, 9
320, 2
321, 2
322, 5
323, 0
324, 4
325, 5
326, 5
327, 6
328, 10
329, 4
330, 3
331, 0
332, 5
333, 9
334, 4
335, 2
336, 3
337, 2
338, 5
339, 2
340, 9
341, 6
342, 5
343, 3
344, 2
345, 5
346, 4
347, 6
348, 4
349, 9
350, 5
351, 2
352, 6
353, 2
354, 6
355, 2
356, 0
357, 10
358, 10
359, 4
360, 9
361, 5
362, 10
363, 2
364, 5
365, 5
366, 4
367, 3
368, 2
369, 6
370, 9
371, 4
372, 5
373, 4
374, 3
375, 3
376, 9
377, 9
378, 8
379, 5
380, 10
381, 6
382, 3
383, 8
384, 2
385, 3
386, 2
387, 10
388, 10
389, 8
390, 2
391, 7
392, 10
393, 8
394, 6
395, 2
396, 8
397, 8
398, 8
399, 9
400, 9
401, 4
402, 9
403, 9
404, 10
405, 3
406, 10
407, 5
408, 5
409, 4
410, 6
411, 7
412, 3
413, 7
414, 3
415, 7
416, 5
417, 5
418, 2
419, 2
420, 5
421, 2
422, 2
423, 10
424, 3
425, 0
426, 3
427, 9
428, 9
429, 9
430, 5
431, 2
432, 6
433, 2
434, 0
435, 2
436, 8
437, 10
438, 1
439, 2
440, 10
441, 4
442, 2
443, 0
444, 5
445, 3
446, 0
447, 10
448, 0
449, 2
450, 4
451, 9
452, 0
453, 2
454, 6
455, 6
456, 5
457, 8
458, 8
459, 10
460, 10
461, 9
462, 10
463, 4
464, 2
465, 2
466, 6
467, 7
468, 3
469, 0
470, 5
471, 4
472, 8
473, 8
474, 9
475, 2
476, 6
477, 2
478, 0
479, 6
480, 2
481, 4
482, 3
483, 1
484, 10
485, 5
486, 8
487, 9
488, 5
489, 9
490, 3
491, 2
492, 7
493, 2
494, 2
495, 2
496, 8
497, 10
498, 6
499, 10
500, 9
501, 1
502, 6
503, 6
504, 4
505, 6
506, 6
507, 8
508, 10
509, 10
510, 2
511, 6
512, 9
513, 4
514, 0
515, 2
516, 9
517, 9
518, 5
519, 3
520, 0
521, 3
522, 6
523, 9
524, 1
525, 5
526, 9
527, 9
528, 6
529, 0
530, 4
531, 1
532, 3
533, 3
534, 7
535, 10
536, 2
537, 6
538, 8
539, 6
540, 2
541, 9
542, 5
543, 0
544, 9
545, 8
546, 0
547, 5
548, 3
549, 10
550, 9
551, 5
552, 9
553, 0
554, 4
555, 8
556, 2
557, 5
558, 9
559, 2
560, 7
561, 1
562, 2
563, 10
564, 0
565, 4
566, 5
567, 1
568, 5
569, 3
570, 9
571, 5
572, 2
573, 5
574, 2
575, 5
576, 8
577, 0
578, 4
579, 3
580, 9
581, 5
582, 9
583, 9
584, 3
585, 6
586, 5
587, 2
588, 7
589, 5
590, 4
591, 4
592, 4
593, 5
594, 2
595, 9
596, 0
597, 0
598, 4
599, 4
600, 5
601, 10
602, 0
603, 6
604, 3
605, 9
606, 9
607, 4
608, 2
609, 3
610, 5
611, 9
612, 2
613, 3
614, 2
615, 10
616, 8
617, 9
618, 0
619, 9
620, 7
621, 3
622, 4
623, 5
624, 3
625, 3
626, 3
627, 5
628, 2
629, 6
630, 3
631, 5
632, 2
633, 2
634, 2
635, 2
636, 9
637, 1
638, 8
639, 3
640, 10
641, 3
642, 2
643, 4
644, 3
645, 4
646, 7
647, 2
648, 5
649, 3
650, 7
651, 10
652, 4
653, 5
654, 2
655, 5
656, 5
657, 5
658, 9
659, 3
660, 1
661, 6
662, 3
663, 9
664, 9
665, 1
666, 0
667, 2
668, 9
669, 0
670, 4
671, 9
672, 2
673, 2
674, 5
675, 0
676, 3
677, 5
678, 2
679, 1
680, 1
681, 2
682, 5
683, 8
684, 2
685, 0
686, 2
687, 2
688, 10
689, 6
690, 2
691, 9
692, 0
693, 5
694, 4
695, 8
696, 6
697, 8
698, 0
699, 9
700, 7
701, 8
702, 10
703, 0
704, 8
705, 10
706, 8
707, 5
708, 2
709, 9
710, 8
711, 8
712, 6
713, 9
714, 6
715, 4
716, 3
717, 5
718, 4
719, 9
720, 10
721, 6
722, 4
723, 10
724, 9
725, 4
726, 5
727, 3
728, 5
729, 0
730, 8
731, 1
732, 2
733, 5
734, 4
735, 2
736, 3
737, 0
738, 5
739, 7
740, 3
741, 3
742, 3
743, 3
744, 0
745, 2
746, 2
747, 2
748, 6
749, 8
750, 5
751, 2
752, 5
753, 5
754, 2
755, 2
756, 8
757, 10
758, 9
759, 2
760, 2
761, 4
762, 0
763, 6
764, 1
765, 3
766, 2
767, 9
768, 2
769, 10
770, 2
771, 4
772, 8
773, 5
774, 6
775, 8
776, 8
777, 5
778, 5
779, 4
780, 4
781, 6
782, 5
783, 9
784, 8
785, 8
786, 0
787, 0
788, 8
789, 10
790, 5
791, 8
792, 7
793, 9
794, 7
795, 9
796, 9
797, 2
798, 5
799, 2
800, 4
801, 1
802, 0
803, 8
804, 0
805, 3
806, 10
807, 8
808, 10
809, 4
810, 4
811, 9
812, 2
813, 5
814, 4
815, 4
816, 5
817, 2
818, 0
819, 2
820, 10
821, 8
822, 9
823, 10
824, 0
825, 3
826, 0
827, 2
828, 9
829, 0
830, 3
831, 1
832, 8
833, 0
834, 8
835, 6
836, 5
837, 2
838, 8
839, 3
840, 5
841, 10
842, 5
843, 0
844, 8
845, 2
846, 2
847, 4
848, 0
849, 8
850, 0
851, 9
852, 2
853, 3
854, 10
855, 10
856, 10
857, 10
858, 0
859, 2
860, 1
861, 0
862, 5
863, 9
864, 3
865, 2
866, 2
867, 10
868, 8
869, 2
870, 0
871, 4
872, 5
873, 6
874, 9
875, 3
876, 8
877, 2
878, 5
879, 10
880, 5
881, 9
882, 9
883, 6
884, 5
885, 8
886, 0
887, 4
888, 5
889, 0
890, 6
891, 2
892, 5
893, 4
894, 0
895, 2
896, 3
897, 5
898, 4
899, 9
900, 6
901, 10
902, 6
903, 9
904, 5
905, 4
906, 7
907, 5
908, 9
909, 9
910, 10
911, 7
912, 2
913, 2
914, 4
915, 3
916, 5
917, 3
918, 9
919, 5
920, 3
921, 4
922, 8
923, 9
924, 9
925, 2
926, 5
927, 0
928, 4
929, 9
930, 9
931, 2
932, 2
933, 4
934, 0
935, 5
936, 1
937, 9
938, 8
939, 2
940, 9
941, 5
942, 3
943, 10
944, 2
945, 10
946, 7
947, 8
948, 7
949, 2
950, 7
951, 4
952, 6
953, 9
954, 1
955, 2
956, 6
957, 6
958, 2
959, 9
960, 2
961, 8
962, 7
963, 10
964, 5
965, 6
966, 9
967, 5
968, 2
969, 4
970, 2
971, 0
972, 8
973, 2
974, 3
975, 2
976, 7
977, 5
978, 9
979, 0
980, 0
981, 6
982, 0
983, 9
984, 3
985, 1
986, 10
987, 2
988, 2
989, 0
990, 5
991, 6
992, 8
993, 6
994, 3
995, 8
996, 4
997, 2
998, 9
999, 2
1000, 9
1001, 2
1002, 10
1003, 7
1004, 1
1005, 6
1006, 3
1007, 5
1008, 4
1009, 5
1010, 5
1011, 0
1012, 6
1013, 2
1014, 0
1015, 10
1016, 4
1017, 5
1018, 2
1019, 9
1020, 5
1021, 9
1022, 5
1023, 8
1024, 9
1025, 5
1026, 10
1027, 0
1028, 8
1029, 5
1030, 10
1031, 4
1032, 6
1033, 2
1034, 8
1035, 10
1036, 8
1037, 4
1038, 5
1039, 8
1040, 9
1041, 8
1042, 9
1043, 2
1044, 3
1045, 9
1046, 2
1047, 5
1048, 5
1049, 9
1050, 3
1051, 3
1052, 9
1053, 5
1054, 8
1055, 9
1056, 0
1057, 5
1058, 3
1059, 9
1060, 10
1061, 10
1062, 5
1063, 10
1064, 9
1065, 5
1066, 4
1067, 10
1068, 4
1069, 9
1070, 9
1071, 6
1072, 0
1073, 5
1074, 10
1075, 2
1076, 5
1077, 5
1078, 2
1079, 10
1080, 9
1081, 5
1082, 6
1083, 9
1084, 5
1085, 3
1086, 6
1087, 5
1088, 9
1089, 4
1090, 1
1091, 2
1092, 1
1093, 5
1094, 5
1095, 1
1096, 10
1097, 2
1098, 4
1099, 6
1100, 9
1101, 1
1102, 5
1103, 4
1104, 6
1105, 2
1106, 9
1107, 10
1108, 8
1109, 9
1110, 2
1111, 9
1112, 2
1113, 9
1114, 3
1115, 3
1116, 9
1117, 5
1118, 5
1119, 6
1120, 6
1121, 9
1122, 2
1123, 3
1124, 1
1125, 9
1126, 6
1127, 3
1128, 8
1129, 4
1130, 2
1131, 2
1132, 2
1133, 6
1134, 4
1135, 8
1136, 6
1137, 9
1138, 0
1139, 0
1140, 9
1141, 3
1142, 9
1143, 5
1144, 8
1145, 3
1146, 2
1147, 10
1148, 3
1149, 10
1150, 4
1151, 2
1152, 5
1153, 0
1154, 2
1155, 9
1156, 2
1157, 5
1158, 2
1159, 3
1160, 2
1161, 8
1162, 9
1163, 9
1164, 10
1165, 2
1166, 0
1167, 5
1168, 0
1169, 5
1170, 4
1171, 9
1172, 7
1173, 2
1174, 8
1175, 0
1176, 10
1177, 1
1178, 4
1179, 4
1180, 1
1181, 6
1182, 4
1183, 5
1184, 1
1185, 6
1186, 3
1187, 5
1188, 2
1189, 9
1190, 7
1191, 5
1192, 8
1193, 6
1194, 10
1195, 3
1196, 0
1197, 5
1198, 3
1199, 9
1200, 5
1201, 5
1202, 2
1203, 3
1204, 8
1205, 5
1206, 8
1207, 9
1208, 9
1209, 3
1210, 9
1211, 0
1212, 5
1213, 10
1214, 2
1215, 2
1216, 8
1217, 10
1218, 0
1219, 9
1220, 10
1221, 8
1222, 5
1223, 2
1224, 2
1225, 6
1226, 2
1227, 6
1228, 2
1229, 9
1230, 2
1231, 2
1232, 10
1233, 5
1234, 5
1235, 8
1236, 4
1237, 0
1238, 4
1239, 9
1240, 2
1241, 2
1242, 8
1243, 9
1244, 9
1245, 8
1246, 4
1247, 5
1248, 3
1249, 5
1250, 8
1251, 9
1252, 10
1253, 2
1254, 5
1255, 6
1256, 5
1257, 10
1258, 8
1259, 1
1260, 0
1261, 2
1262, 2
1263, 0
1264, 4
1265, 9
1266, 5
1267, 10
1268, 8
1269, 5
1270, 2
1271, 2
1272, 2
1273, 2
1274, 2
1275, 0
1276, 5
1277, 10
1278, 10
1279, 2
1280, 1
1281, 2
1282, 9
1283, 5
1284, 0
1285, 2
1286, 1
1287, 2
1288, 10
1289, 8
1290, 8
1291, 8
1292, 5
1293, 5
1294, 10
1295, 5
1296, 2
1297, 5
1298, 9
1299, 2
1300, 9
1301, 4
1302, 5
1303, 4
1304, 0
1305, 9
1306, 2
1307, 9
1308, 2
1309, 5
1310, 5
1311, 3
1312, 2
1313, 9
1314, 2
1315, 3
1316, 4
1317, 10
1318, 5
1319, 10
1320, 2
1321, 6
1322, 3
1323, 9
1324, 8
1325, 2
1326, 0
1327, 4
1328, 4
1329, 1
1330, 10
1331, 9
1332, 2
1333, 2
1334, 5
1335, 4
1336, 8
1337, 5
1338, 9
1339, 1
1340, 10
1341, 1
1342, 4
1343, 8
1344, 9
1345, 7
1346, 8
1347, 7
1348, 2
1349, 1
1350, 3
1351, 5
1352, 2
1353, 8
1354, 0
1355, 3
1356, 5
1357, 6
1358, 2
1359, 9
1360, 0
1361, 9
1362, 5
1363, 2
1364, 10
1365, 6
1366, 6
1367, 2
1368, 8
1369, 9
1370, 8
1371, 9
1372, 5
1373, 2
1374, 9
1375, 4
1376, 10
1377, 8
1378, 4
1379, 8
1380, 4
1381, 3
1382, 8
1383, 3
1384, 5
1385, 4
1386, 4
1387, 8
1388, 9
1389, 9
1390, 10
1391, 5
1392, 2
1393, 5
1394, 2
1395, 2
1396, 10
1397, 2
1398, 8
1399, 9
1400, 8
1401, 9
1402, 9
1403, 9
1404, 9
1405, 4
1406, 10
1407, 5
1408, 5
1409, 2
1410, 7
1411, 4
1412, 6
1413, 8
1414, 8
1415, 5
1416, 5
1417, 0
1418, 2
1419, 0
1420, 10
1421, 2
1422, 3
1423, 0
1424, 10
1425, 2
1426, 0
1427, 0
1428, 2
1429, 0
1430, 9
1431, 7
1432, 8
1433, 5
1434, 8
1435, 6
1436, 5
1437, 6
1438, 5
1439, 2
1440, 9
1441, 3
1442, 2
1443, 8
1444, 10
1445, 7
1446, 1
1447, 10
1448, 7
1449, 5
1450, 3
1451, 4
1452, 8
1453, 9
1454, 2
1455, 0
1456, 9
1457, 4
1458, 4
1459, 2
1460, 2
1461, 5
1462, 2
1463, 5
1464, 9
1465, 5
1466, 8
1467, 9
1468, 1
1469, 0
1470, 2
1471, 1
1472, 2
1473, 2
1474, 3
1475, 10
1476, 9
1477, 4
1478, 2
1479, 6
1480, 9
1481, 5
1482, 9
1483, 9
1484, 4
1485, 5
1486, 4
1487, 3
1488, 7
1489, 2
1490, 2
1491, 8
1492, 8
1493, 5
1494, 10
1495, 9
1496, 9
1497, 0
1498, 4
1499, 10
1500, 2
1501, 7
1502, 8
1503, 2
1504, 9
1505, 9
1506, 6
1507, 7
1508, 8
1509, 2
1510, 0
1511, 10
1512, 2
1513, 3
1514, 5
1515, 9
1516, 10
1517, 5
1518, 8
1519, 2
1520, 5
1521, 2
1522, 7
1523, 0
1524, 4
1525, 5
1526, 6
1527, 0
1528, 4
1529, 4
1530, 10
1531, 6
1532, 0
1533, 2
1534, 5
1535, 0
1536, 0
1537, 5
1538, 5
1539, 9
1540, 9
1541, 6
1542, 4
1543, 6
1544, 6
1545, 6
1546, 9
1547, 2
1548, 10
1549, 4
1550, 2
1551, 8
1552, 6
1553, 9
1554, 5
1555, 2
1556, 2
1557, 2
1558, 6
1559, 9
1560, 0
1561, 0
1562, 3
1563, 9
1564, 7
1565, 6
1566, 9
1567, 0
1568, 0
1569, 4
1570, 3
1571, 2
1572, 10
1573, 2
1574, 10
1575, 4
1576, 9
1577, 9
1578, 2
1579, 7
1580, 9
1581, 6
1582, 0
1583, 9
1584, 10
1585, 0
1586, 4
1587, 5
1588, 9
1589, 4
1590, 2
1591, 10
1592, 9
1593, 10
1594, 8
1595, 4
1596, 10
1597, 7
1598, 3
1599, 10
1600, 9
1601, 4
1602, 5
1603, 9
1604, 8
1605, 8
1606, 3
1607, 2
1608, 3
1609, 6
1610, 2
1611, 0
1612, 9
1613, 9
1614, 6
1615, 2
1616, 0
1617, 9
1618, 3
1619, 4
1620, 4
1621, 4
1622, 2
1623, 5
1624, 10
1625, 2
1626, 3
1627, 2
1628, 9
1629, 1
1630, 5
1631, 4
1632, 5
1633, 3
1634, 8
1635, 3
1636, 3
1637, 3
1638, 5
1639, 1
1640, 4
1641, 7
1642, 5
1643, 0
1644, 4
1645, 2
1646, 9
1647, 8
1648, 9
1649, 8
1650, 7
1651, 2
1652, 5
1653, 3
1654, 9
1655, 3
1656, 1
1657, 3
1658, 5
1659, 4
1660, 4
1661, 2
1662, 1
1663, 5
1664, 5
1665, 6
1666, 8
1667, 0
1668, 0
1669, 4
1670, 5
1671, 2
1672, 7
1673, 5
1674, 9
1675, 0
1676, 5
1677, 4
1678, 5
1679, 3
1680, 6
1681, 5
1682, 4
1683, 3
1684, 5
1685, 5
1686, 8
1687, 3
1688, 8
1689, 2
1690, 2
1691, 2
1692, 5
1693, 9
1694, 5
1695, 9
1696, 8
1697, 6
1698, 9
1699, 5
1700, 0
1701, 9
1702, 8
1703, 0
1704, 2
1705, 8
1706, 4
1707, 10
1708, 2
1709, 6
1710, 3
1711, 10
1712, 5
1713, 4
1714, 4
1715, 7
1716, 2
1717, 5
1718, 9
1719, 5
1720, 8
1721, 3
1722, 4
1723, 2
1724, 9
1725, 2
1726, 0
1727, 10
1728, 1
1729, 3
1730, 2
1731, 8
1732, 9
1733, 2
1734, 0
1735, 6
1736, 0
1737, 6
1738, 3
1739, 8
